Demo_Task,Fiscal_Period,Txn_ID,Entity,Posting_Date,Account_Code,P_L_Section,P_L_Line_Item,Category,Cost_Center,Cost_Center_Name,Vendor_or_Customer,Invoice_Number,PO_Number,Amount_AUD,Input_or_Calculated,Close_Readiness_Flag,Anomaly_Flag,Approval_Required,Source_File_Target
"IBM BOB 1 - Group P&L",2026-06,TXN004384,AUS01,2026-06-04,4010,Revenue,"Service revenue","Operating Revenue",ACT,"Australian Capital Territory","Qantas Commercial",BOB-PL-0176,PO-PL-9232,417856.55,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004385,AUS01,2026-06-17,5000,"General and administrative","Salaries and wages",Personnel,QLD,"Queensland Operations","Melbourne Airport",BOB-PL-0177,PO-PL-6587,161556.02,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004386,AUS01,2026-06-12,4000,Revenue,"Product sales","Operating Revenue",CORP,"Corporate Head Office",LinkedIn,BOB-PL-0178,PO-PL-7273,167154.50,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004387,NZL01,2026-06-05,4020,Revenue,"Subscription revenue","Operating Revenue",OPS,"Operations & Logistics",AWS,BOB-PL-0179,PO-PL-5778,365817.16,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004388,AUS01,2026-06-19,4000,Revenue,"Product sales","Operating Revenue",VIC,"Victoria Operations","Energy Australia",BOB-PL-0180,PO-PL-8888,311503.49,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004389,AUS01,2026-06-24,5510,"Sales and marketing",Advertising,Sales,NSW,"New South Wales Operations","IBM Australia",BOB-PL-0181,PO-PL-2290,98319.15,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004390,AUS01,2026-06-06,6010,"Cost of revenue","Direct materials",COGS,VIC,"Victoria Operations","Qantas Commercial",BOB-PL-0182,PO-PL-4068,26720.17,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004391,PNG01,2026-06-05,5520,"Sales and marketing",Events,Sales,TAS,"Tasmania Operations","QBE Insurance",BOB-PL-0183,PO-PL-7086,77499.24,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004392,AUS01,2026-06-30,5520,"Sales and marketing",Events,Sales,WA,"Western Australia Operations",Officeworks,BOB-PL-0184,PO-PL-5811,122612.97,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004393,NZL01,2026-06-12,5300,"General and administrative","Professional services",External,VIC,"Victoria Operations","SAP Australia",BOB-PL-0185,PO-PL-9991,124001.98,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004394,AUS01,2026-06-16,5000,"General and administrative","Salaries and wages",Personnel,TAS,"Tasmania Operations","Qantas Commercial",BOB-PL-0186,PO-PL-7726,71987.92,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004395,AUS01,2026-06-10,6010,"Cost of revenue","Direct materials",COGS,NSW,"New South Wales Operations",LinkedIn,BOB-PL-0187,PO-PL-5786,143489.99,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004396,AUS01,2026-06-19,6020,"Cost of revenue","Direct labor",COGS,HR,"Human Resources","QBE Insurance",BOB-PL-0188,PO-PL-9660,163340.22,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004397,AUS01,2026-06-28,6010,"Cost of revenue","Direct materials",COGS,WA,"Western Australia Operations","IBM Australia",BOB-PL-0189,PO-PL-5664,99900.66,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004398,AUS01,2026-06-31,5320,"General and administrative","Audit fees",External,MKT,"Marketing & Sales","QBE Insurance",BOB-PL-0190,PO-PL-8519,61172.06,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004399,NZL01,2026-06-18,4000,Revenue,"Product sales","Operating Revenue",NT,"Northern Territory Operations",Deloitte,BOB-PL-0191,PO-PL-8200,292697.22,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004400,AUS01,2026-06-10,6010,"Cost of revenue","Direct materials",COGS,NSW,"New South Wales Operations",AWS,BOB-PL-0192,PO-PL-5421,123154.96,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004401,PNG01,2026-06-02,4000,Revenue,"Product sales","Operating Revenue",NT,"Northern Territory Operations","SAP Australia",BOB-PL-0193,PO-PL-9986,297332.26,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004402,AUS01,2026-06-28,5700,"Research and development",Training,Development,WA,"Western Australia Operations",Snowflake,BOB-PL-0194,PO-PL-2357,141344.10,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004403,NZL01,2026-06-05,2210,"Tax provision","Income tax payable","Current Liabilities",FIN,"Finance & Accounting","Melbourne Airport",BOB-PL-0195,PO-PL-2098,65111.62,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004404,NZL01,2026-06-19,5010,"General and administrative","Employee benefits",Personnel,QLD,"Queensland Operations",LinkedIn,BOB-PL-0196,PO-PL-3505,19327.32,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004405,AUS01,2026-06-16,6030,"Cost of revenue","Manufacturing overhead",COGS,R&D,"Research & Development","Qantas Commercial",BOB-PL-0197,PO-PL-4544,97472.40,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004406,AUS01,2026-06-31,5200,"Research and development","Software licenses",IT,SA,"South Australia Operations","Google Ads",BOB-PL-0198,PO-PL-6347,177691.56,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004407,AUS01,2026-06-24,5010,"General and administrative","Employee benefits",Personnel,WA,"Western Australia Operations",Snowflake,BOB-PL-0199,PO-PL-8850,122619.37,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004408,FJI01,2026-06-21,5700,"Research and development",Training,Development,SA,"South Australia Operations",AWS,BOB-PL-0200,PO-PL-9767,58689.74,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004409,AUS01,2026-06-20,5920,"Other income / expense","FX loss",Finance,ACT,"Australian Capital Territory","Qantas Commercial",BOB-PL-0201,PO-PL-4947,89811.08,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004410,AUS01,2026-06-05,5600,"Other operating expenses",Telecommunications,Operations,CORP,"Corporate Head Office","Melbourne Airport",BOB-PL-0202,PO-PL-4259,87490.67,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004411,AUS01,2026-06-27,5200,"Research and development","Software licenses",IT,MKT,"Marketing & Sales",Officeworks,BOB-PL-0203,PO-PL-6500,95107.62,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004412,NZL01,2026-06-08,6020,"Cost of revenue","Direct labor",COGS,NT,"Northern Territory Operations","Melbourne Airport",BOB-PL-0204,PO-PL-7424,31894.90,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004413,NZL01,2026-06-26,6020,"Cost of revenue","Direct labor",COGS,HR,"Human Resources","SAP Australia",BOB-PL-0205,PO-PL-6852,119114.90,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004414,AUS01,2026-06-05,5700,"Research and development",Training,Development,CORP,"Corporate Head Office","Qantas Commercial",BOB-PL-0206,PO-PL-9899,96899.42,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004415,AUS01,2026-06-16,5110,"Other operating expenses",Utilities,Facilities,OPS,"Operations & Logistics","Qantas Commercial",BOB-PL-0207,PO-PL-7735,95273.43,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004416,AUS01,2026-06-02,4010,Revenue,"Service revenue","Operating Revenue",SA,"South Australia Operations","Google Ads",BOB-PL-0208,PO-PL-2879,252035.48,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004417,NZL01,2026-06-05,4010,Revenue,"Service revenue","Operating Revenue",NT,"Northern Territory Operations","Qantas Commercial",BOB-PL-0209,PO-PL-8888,56563.57,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004418,AUS01,2026-06-05,5510,"Sales and marketing",Advertising,Sales,HR,"Human Resources",Snowflake,BOB-PL-0210,PO-PL-4388,119570.92,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004419,AUS01,2026-06-07,5320,"General and administrative","Audit fees",External,TAS,"Tasmania Operations","IBM Australia",BOB-PL-0211,PO-PL-8770,137368.36,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004420,AUS01,2026-06-29,4010,Revenue,"Service revenue","Operating Revenue",ACT,"Australian Capital Territory","Melbourne Airport",BOB-PL-0212,PO-PL-3454,81800.51,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004421,PNG01,2026-06-08,5000,"General and administrative","Salaries and wages",Personnel,CORP,"Corporate Head Office","IBM Australia",BOB-PL-0213,PO-PL-4489,57301.71,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004422,AUS01,2026-06-12,4020,Revenue,"Subscription revenue","Operating Revenue",WA,"Western Australia Operations","Google Ads",BOB-PL-0214,PO-PL-7347,318246.32,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004423,AUS01,2026-06-25,5000,"General and administrative","Salaries and wages",Personnel,R&D,"Research & Development",Deloitte,BOB-PL-0215,PO-PL-2485,324718.15,Input,"Requires review","Material variance > threshold",Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004424,PNG01,2026-06-02,5600,"Other operating expenses",Telecommunications,Operations,CORP,"Corporate Head Office","QBE Insurance",BOB-PL-0216,PO-PL-8628,24880.51,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004425,AUS01,2026-06-22,4000,Revenue,"Product sales","Operating Revenue",NT,"Northern Territory Operations",Snowflake,BOB-PL-0217,PO-PL-2852,49500.05,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004426,FJI01,2026-06-30,4010,Revenue,"Service revenue","Operating Revenue",IT,"Information Technology",AWS,BOB-PL-0218,PO-PL-5964,231642.23,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004427,AUS01,2026-06-07,4000,Revenue,"Product sales","Operating Revenue",TAS,"Tasmania Operations",Deloitte,BOB-PL-0219,PO-PL-5208,251632.12,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004428,AUS01,2026-06-16,4020,Revenue,"Subscription revenue","Operating Revenue",CORP,"Corporate Head Office","Melbourne Airport",BOB-PL-0220,PO-PL-2673,100848.82,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004429,AUS01,2026-06-14,5000,"General and administrative","Salaries and wages",Personnel,CORP,"Corporate Head Office",AWS,BOB-PL-0221,PO-PL-7769,168720.25,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004430,AUS01,2026-06-27,4000,Revenue,"Product sales","Operating Revenue",HR,"Human Resources","SAP Australia",BOB-PL-0222,PO-PL-3435,20348.76,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004431,FJI01,2026-06-02,5520,"Sales and marketing",Events,Sales,NT,"Northern Territory Operations","Qantas Commercial",BOB-PL-0223,PO-PL-8071,81275.82,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004432,AUS01,2026-06-21,4010,Revenue,"Service revenue","Operating Revenue",NSW,"New South Wales Operations","IBM Australia",BOB-PL-0224,PO-PL-7746,158361.32,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004433,AUS01,2026-06-12,5100,"Other operating expenses","Office rent",Facilities,HR,"Human Resources","Google Ads",BOB-PL-0225,PO-PL-2076,112765.76,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004434,AUS01,2026-06-27,4000,Revenue,"Product sales","Operating Revenue",WA,"Western Australia Operations","Melbourne Airport",BOB-PL-0226,PO-PL-4199,176951.74,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004435,AUS01,2026-06-06,6000,"Cost of revenue","Cost of goods sold",COGS,R&D,"Research & Development","Energy Australia",BOB-PL-0227,PO-PL-8641,46701.82,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004436,AUS01,2026-06-19,5600,"Other operating expenses",Telecommunications,Operations,QLD,"Queensland Operations",LinkedIn,BOB-PL-0228,PO-PL-2392,60724.58,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004437,AUS01,2026-06-06,5300,"General and administrative","Professional services",External,CORP,"Corporate Head Office",LinkedIn,BOB-PL-0229,PO-PL-4368,51037.18,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004438,AUS01,2026-06-20,5010,"General and administrative","Employee benefits",Personnel,TAS,"Tasmania Operations","Energy Australia",BOB-PL-0230,PO-PL-4484,95769.67,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004439,AUS01,2026-06-18,5000,"General and administrative","Salaries and wages",Personnel,MKT,"Marketing & Sales",Officeworks,BOB-PL-0231,PO-PL-7880,101087.86,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004440,AUS01,2026-06-03,4010,Revenue,"Service revenue","Operating Revenue",FIN,"Finance & Accounting",AWS,BOB-PL-0232,PO-PL-4442,25644.76,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004441,AUS01,2026-06-21,4010,Revenue,"Service revenue","Operating Revenue",OPS,"Operations & Logistics","Google Ads",BOB-PL-0233,PO-PL-2538,224317.93,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004442,PNG01,2026-06-18,6020,"Cost of revenue","Direct labor",COGS,HR,"Human Resources","Qantas Commercial",BOB-PL-0234,PO-PL-8994,55694.43,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004443,AUS01,2026-06-13,4000,Revenue,"Product sales","Operating Revenue",FIN,"Finance & Accounting","SAP Australia",BOB-PL-0235,PO-PL-4644,313887.00,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004444,AUS01,2026-06-20,6000,"Cost of revenue","Cost of goods sold",COGS,WA,"Western Australia Operations",Officeworks,BOB-PL-0236,PO-PL-4337,163411.33,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004445,NZL01,2026-06-16,4000,Revenue,"Product sales","Operating Revenue",CORP,"Corporate Head Office","SAP Australia",BOB-PL-0237,PO-PL-2157,201550.94,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004446,AUS01,2026-06-24,2210,"Tax provision","Income tax payable","Current Liabilities",MKT,"Marketing & Sales","SAP Australia",BOB-PL-0238,PO-PL-2616,22441.87,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004447,NZL01,2026-06-05,6010,"Cost of revenue","Direct materials",COGS,OPS,"Operations & Logistics",AWS,BOB-PL-0239,PO-PL-2953,64336.51,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004448,AUS01,2026-06-20,5500,"Sales and marketing","Campaign spend",Sales,IT,"Information Technology","Energy Australia",BOB-PL-0240,PO-PL-8219,139488.08,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004449,AUS01,2026-06-20,5000,"General and administrative","Salaries and wages",Personnel,FIN,"Finance & Accounting","Melbourne Airport",BOB-PL-0241,PO-PL-9651,123861.10,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004450,PNG01,2026-06-29,4020,Revenue,"Subscription revenue","Operating Revenue",FIN,"Finance & Accounting","SAP Australia",BOB-PL-0242,PO-PL-9906,278895.88,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004451,AUS01,2026-06-27,5600,"Other operating expenses",Telecommunications,Operations,CORP,"Corporate Head Office","QBE Insurance",BOB-PL-0243,PO-PL-4058,29191.31,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004452,AUS01,2026-06-15,5210,"Research and development","Cloud services",IT,CORP,"Corporate Head Office","IBM Australia",BOB-PL-0244,PO-PL-2814,151767.47,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004453,NZL01,2026-06-15,4020,Revenue,"Subscription revenue","Operating Revenue",SA,"South Australia Operations","IBM Australia",BOB-PL-0245,PO-PL-2242,48356.17,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004454,AUS01,2026-06-05,4000,Revenue,"Product sales","Operating Revenue",HR,"Human Resources","Melbourne Airport",BOB-PL-0246,PO-PL-6362,152341.89,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004455,AUS01,2026-06-05,4020,Revenue,"Subscription revenue","Operating Revenue",NT,"Northern Territory Operations","IBM Australia",BOB-PL-0247,PO-PL-3276,223812.74,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004456,AUS01,2026-06-20,4010,Revenue,"Service revenue","Operating Revenue",WA,"Western Australia Operations",Snowflake,BOB-PL-0248,PO-PL-6091,393235.25,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004457,AUS01,2026-06-28,6030,"Cost of revenue","Manufacturing overhead",COGS,SA,"South Australia Operations",AWS,BOB-PL-0249,PO-PL-8685,36536.75,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004458,PNG01,2026-06-17,5300,"General and administrative","Professional services",External,MKT,"Marketing & Sales",AWS,BOB-PL-0250,PO-PL-5472,153300.44,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004459,NZL01,2026-06-07,5500,"Sales and marketing","Campaign spend",Sales,QLD,"Queensland Operations","Google Ads",BOB-PL-0251,PO-PL-3615,44473.48,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004460,NZL01,2026-06-04,4010,Revenue,"Service revenue","Operating Revenue",TAS,"Tasmania Operations",AWS,BOB-PL-0252,PO-PL-7706,340117.55,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004461,AUS01,2026-06-18,2210,"Tax provision","Income tax payable","Current Liabilities",NT,"Northern Territory Operations",AWS,BOB-PL-0253,PO-PL-8777,84866.36,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004462,FJI01,2026-06-11,5910,"Other income / expense","Interest expense",Finance,R&D,"Research & Development",AWS,BOB-PL-0254,PO-PL-5551,20419.66,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004463,PNG01,2026-06-26,5510,"Sales and marketing",Advertising,Sales,CORP,"Corporate Head Office","Qantas Commercial",BOB-PL-0255,PO-PL-2172,173336.46,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004464,NZL01,2026-06-21,5000,"General and administrative","Salaries and wages",Personnel,ACT,"Australian Capital Territory",Officeworks,BOB-PL-0256,PO-PL-3220,17692.15,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004465,AUS01,2026-06-10,5010,"General and administrative","Employee benefits",Personnel,WA,"Western Australia Operations","Qantas Commercial",BOB-PL-0257,PO-PL-7650,10780.88,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004466,AUS01,2026-06-13,5100,"Other operating expenses","Office rent",Facilities,QLD,"Queensland Operations","QBE Insurance",BOB-PL-0258,PO-PL-8349,71109.05,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004467,FJI01,2026-06-08,4010,Revenue,"Service revenue","Operating Revenue",HR,"Human Resources","Google Ads",BOB-PL-0259,PO-PL-9321,355500.50,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004468,AUS01,2026-06-07,4010,Revenue,"Service revenue","Operating Revenue",TAS,"Tasmania Operations","Qantas Commercial",BOB-PL-0260,PO-PL-6108,146882.12,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004469,NZL01,2026-06-01,5000,"General and administrative","Salaries and wages",Personnel,IT,"Information Technology","Qantas Commercial",BOB-PL-0261,PO-PL-8849,152082.38,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004470,AUS01,2026-06-30,5300,"General and administrative","Professional services",External,OPS,"Operations & Logistics","Google Ads",BOB-PL-0262,PO-PL-9449,36170.56,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
"IBM BOB 1 - Group P&L",2026-06,TXN004471,NZL01,2026-06-31,5700,"Research and development",Training,Development,CORP,"Corporate Head Office","Energy Australia",BOB-PL-0263,PO-PL-8675,137207.21,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
