Demo_Task,Fiscal_Period,Txn_ID,Entity,Posting_Date,Account_Code,P_L_Section,P_L_Line_Item,Category,Cost_Center,Cost_Center_Name,Vendor_or_Customer,Invoice_Number,PO_Number,Amount_AUD,Input_or_Calculated,Close_Readiness_Flag,Anomaly_Flag,Approval_Required,Source_File_Target
IBM BOB 1 - Group P&L,2026-06,TXN004454,FJI01,2026-06-01,5700,Research and development,Training,Development,SA,South Australia Operations,Google Ads,BOB-PL-0246,PO-PL-7532,187125.48,Input,Ready,High variance,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004455,PNG01,2026-06-31,4020,Revenue,Subscription revenue,Operating Revenue,HR,Human Resources,Microsoft,BOB-PL-0247,PO-PL-5300,118685.58,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004456,NZL01,2026-06-22,5510,Sales and marketing,Advertising,Sales,TAS,Tasmania Operations,Microsoft,BOB-PL-0248,PO-PL-3033,9930.25,Input,Ready,High variance,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004457,FJI01,2026-06-10,4010,Revenue,Service revenue,Operating Revenue,ACT,Australian Capital Territory,Energy Australia,BOB-PL-0249,PO-PL-3834,244585.2,Input,Ready,High variance,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004458,AUS01,2026-06-17,5300,General and administrative,Professional services,External,FIN,Finance & Accounting,Deloitte,BOB-PL-0250,PO-PL-5566,36758.78,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004459,FJI01,2026-06-02,5110,Other operating expenses,Utilities,Facilities,HR,Human Resources,Snowflake,BOB-PL-0251,PO-PL-3026,18994.61,Input,Ready,High variance,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004460,FJI01,2026-06-09,5000,General and administrative,Salaries and wages,Personnel,CORP,Corporate Head Office,IBM Australia,BOB-PL-0252,PO-PL-2087,195704.14,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004461,NZL01,2026-06-05,5010,General and administrative,Employee benefits,Personnel,QLD,Queensland Operations,Melbourne Airport,BOB-PL-0253,PO-PL-3153,58643.57,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004462,NZL01,2026-06-24,5520,Sales and marketing,Events,Sales,OPS,Operations & Logistics,Qantas Commercial,BOB-PL-0254,PO-PL-5615,30359.46,Input,Pending review,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004463,AUS01,2026-06-20,5920,Other income / expense,FX Loss,Finance,OPS,Operations & Logistics,SAP Australia,BOB-PL-0255,PO-PL-5919,85353.41,Input,Ready,High variance,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004464,PNG01,2026-06-19,2210,Tax provision,Income tax payable,Current Liabilities,FIN,Finance & Accounting,IBM Australia,BOB-PL-0256,PO-PL-1005,52463.11,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004465,NZL01,2026-06-15,4000,Revenue,Product sales,Operating Revenue,IT,Information Technology,Melbourne Airport,BOB-PL-0257,PO-PL-9135,202065.04,Input,Pending review,None,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004466,AUS01,2026-06-01,5200,Research and development,Software licenses,IT,IT,Information Technology,Microsoft,BOB-PL-0258,PO-PL-8640,89534.56,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004467,FJI01,2026-06-24,5210,Research and development,Cloud services,IT,VIC,Victoria Operations,Qantas Commercial,BOB-PL-0259,PO-PL-2691,42625.18,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004468,AUS01,2026-06-10,5320,General and administrative,Audit fees,External,R&D,Research & Development,Google Ads,BOB-PL-0260,PO-PL-9540,76078.02,Input,Ready,High variance,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004469,AUS01,2026-06-05,4010,Revenue,Service revenue,Operating Revenue,OPS,Operations & Logistics,Deloitte,BOB-PL-0261,PO-PL-1294,338468.91,Input,Ready,High variance,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004470,PNG01,2026-06-17,6020,Cost of revenue,Direct labor,COGS,NSW,New South Wales Operations,Officeworks,BOB-PL-0262,PO-PL-3165,123829.8,Input,Ready,None,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004471,PNG01,2026-06-19,5100,Other operating expenses,Office rent,Facilities,IT,Information Technology,IBM Australia,BOB-PL-0263,PO-PL-6613,86793.6,Input,Pending review,High variance,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004472,PNG01,2026-06-05,4000,Revenue,Product sales,Operating Revenue,TAS,Tasmania Operations,Deloitte,BOB-PL-0264,PO-PL-1140,188863.2,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004473,FJI01,2026-06-10,5510,Sales and marketing,Advertising,Sales,HR,Human Resources,IBM Australia,BOB-PL-0265,PO-PL-8582,72294.91,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004474,FJI01,2026-06-11,5500,Sales and marketing,Campaign spend,Sales,ACT,Australian Capital Territory,Google Ads,BOB-PL-0266,PO-PL-1579,32719.09,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004475,PNG01,2026-06-21,5300,General and administrative,Professional services,External,NT,Northern Territory Operations,Salesforce,BOB-PL-0267,PO-PL-4028,109043.99,Input,Ready,None,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004476,AUS01,2026-06-15,5100,Other operating expenses,Office rent,Facilities,ACT,Australian Capital Territory,Oracle,BOB-PL-0268,PO-PL-5830,113910.44,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004477,FJI01,2026-06-04,5010,General and administrative,Employee benefits,Personnel,HR,Human Resources,IBM Australia,BOB-PL-0269,PO-PL-2051,88615.48,Input,Ready,None,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004478,AUS01,2026-06-18,6020,Cost of revenue,Direct labor,COGS,ACT,Australian Capital Territory,Google Ads,BOB-PL-0270,PO-PL-1212,97804.2,Input,Ready,None,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004479,FJI01,2026-06-31,5910,Other income / expense,Interest expense,Finance,ACT,Australian Capital Territory,LinkedIn,BOB-PL-0271,PO-PL-8627,115226.72,Input,Ready,High variance,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004480,NZL01,2026-06-31,5110,Other operating expenses,Utilities,Facilities,ACT,Australian Capital Territory,IBM Australia,BOB-PL-0272,PO-PL-8500,47955.46,Input,Ready,None,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004481,NZL01,2026-06-01,4000,Revenue,Product sales,Operating Revenue,WA,Western Australia Operations,Officeworks,BOB-PL-0273,PO-PL-7548,267222.16,Input,Pending review,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004482,PNG01,2026-06-25,6000,Cost of revenue,Cost of goods sold,COGS,NT,Northern Territory Operations,Google Ads,BOB-PL-0274,PO-PL-2552,146357.09,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004483,FJI01,2026-06-28,4000,Revenue,Product sales,Operating Revenue,OPS,Operations & Logistics,IBM Australia,BOB-PL-0275,PO-PL-5669,453611.17,Input,Ready,High variance,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004484,FJI01,2026-06-20,5700,Research and development,Training,Development,ACT,Australian Capital Territory,Energy Australia,BOB-PL-0276,PO-PL-2678,88688.12,Input,Pending review,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004485,PNG01,2026-06-16,5510,Sales and marketing,Advertising,Sales,IT,Information Technology,AWS,BOB-PL-0277,PO-PL-4859,140208.48,Input,Pending review,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004486,NZL01,2026-06-14,5510,Sales and marketing,Advertising,Sales,IT,Information Technology,Melbourne Airport,BOB-PL-0278,PO-PL-9623,105532.29,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004487,NZL01,2026-06-19,6010,Cost of revenue,Direct materials,COGS,FIN,Finance & Accounting,Melbourne Airport,BOB-PL-0279,PO-PL-7053,87922.97,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004488,AUS01,2026-06-25,5520,Sales and marketing,Events,Sales,ACT,Australian Capital Territory,AWS,BOB-PL-0280,PO-PL-3002,175026.3,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004489,PNG01,2026-06-30,5300,General and administrative,Professional services,External,IT,Information Technology,Salesforce,BOB-PL-0281,PO-PL-7796,31407.66,Input,Ready,None,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004490,NZL01,2026-06-24,5920,Other income / expense,FX Loss,Finance,WA,Western Australia Operations,Microsoft,BOB-PL-0282,PO-PL-3423,88321.96,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004491,AUS01,2026-06-02,5120,Other operating expenses,Office supplies,Facilities,WA,Western Australia Operations,QBE Insurance,BOB-PL-0283,PO-PL-3210,10651.18,Input,Pending review,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004492,PNG01,2026-06-22,5510,Sales and marketing,Advertising,Sales,MKT,Marketing & Sales,Energy Australia,BOB-PL-0284,PO-PL-9344,179201.23,Input,Ready,High variance,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004493,AUS01,2026-06-13,4100,Other income / expense,Interest income,Non-Operating Revenue,NSW,New South Wales Operations,QBE Insurance,BOB-PL-0285,PO-PL-7314,337165.69,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004494,NZL01,2026-06-12,5110,Other operating expenses,Utilities,Facilities,QLD,Queensland Operations,LinkedIn,BOB-PL-0286,PO-PL-5179,145205.99,Input,Pending review,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004495,FJI01,2026-06-17,5320,General and administrative,Audit fees,External,SA,South Australia Operations,QBE Insurance,BOB-PL-0287,PO-PL-4254,180903.58,Input,Ready,None,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004496,AUS01,2026-06-15,5520,Sales and marketing,Events,Sales,IT,Information Technology,SAP Australia,BOB-PL-0288,PO-PL-8986,45875.94,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004497,FJI01,2026-06-22,6000,Cost of revenue,Cost of goods sold,COGS,WA,Western Australia Operations,Melbourne Airport,BOB-PL-0289,PO-PL-9392,52344.82,Input,Pending review,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004498,NZL01,2026-06-30,5110,Other operating expenses,Utilities,Facilities,TAS,Tasmania Operations,Microsoft,BOB-PL-0290,PO-PL-8747,61166.26,Input,Ready,High variance,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004499,AUS01,2026-06-25,6010,Cost of revenue,Direct materials,COGS,MKT,Marketing & Sales,Microsoft,BOB-PL-0291,PO-PL-5857,27285.89,Input,Pending review,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004500,AUS01,2026-06-24,6000,Cost of revenue,Cost of goods sold,COGS,TAS,Tasmania Operations,Microsoft,BOB-PL-0292,PO-PL-5352,70162.06,Input,Pending review,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004501,PNG01,2026-06-19,4000,Revenue,Product sales,Operating Revenue,SA,South Australia Operations,IBM Australia,BOB-PL-0293,PO-PL-4243,169660.04,Input,Ready,High variance,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004502,PNG01,2026-06-21,5700,Research and development,Training,Development,MKT,Marketing & Sales,Microsoft,BOB-PL-0294,PO-PL-2409,14090.87,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004503,AUS01,2026-06-01,5000,General and administrative,Salaries and wages,Personnel,NT,Northern Territory Operations,Officeworks,BOB-PL-0295,PO-PL-6002,167264.33,Input,Pending review,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004504,PNG01,2026-06-10,5920,Other income / expense,FX Loss,Finance,CORP,Corporate Head Office,Qantas Commercial,BOB-PL-0296,PO-PL-4298,104423.73,Input,Ready,High variance,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004505,PNG01,2026-06-14,4000,Revenue,Product sales,Operating Revenue,TAS,Tasmania Operations,SAP Australia,BOB-PL-0297,PO-PL-6555,260697.71,Input,Ready,None,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004506,AUS01,2026-06-17,5200,Research and development,Software licenses,IT,QLD,Queensland Operations,Snowflake,BOB-PL-0298,PO-PL-6679,93760.55,Input,Ready,High variance,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004507,FJI01,2026-06-08,5910,Other income / expense,Interest expense,Finance,NT,Northern Territory Operations,Officeworks,BOB-PL-0299,PO-PL-8732,82448.4,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004508,FJI01,2026-06-24,5910,Other income / expense,Interest expense,Finance,CORP,Corporate Head Office,Qantas Commercial,BOB-PL-0300,PO-PL-2818,92029.67,Input,Pending review,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004509,NZL01,2026-06-14,5300,General and administrative,Professional services,External,CORP,Corporate Head Office,Qantas Commercial,BOB-PL-0301,PO-PL-4379,97229.14,Input,Ready,None,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004510,AUS01,2026-06-03,5320,General and administrative,Audit fees,External,FIN,Finance & Accounting,Oracle,BOB-PL-0302,PO-PL-3357,165760.11,Input,Ready,High variance,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004511,PNG01,2026-06-08,5110,Other operating expenses,Utilities,Facilities,TAS,Tasmania Operations,Deloitte,BOB-PL-0303,PO-PL-3412,188183.9,Input,Pending review,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004512,AUS01,2026-06-15,5200,Research and development,Software licenses,IT,OPS,Operations & Logistics,Officeworks,BOB-PL-0304,PO-PL-2899,149984.95,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004513,NZL01,2026-06-12,2210,Tax provision,Income tax payable,Current Liabilities,QLD,Queensland Operations,Oracle,BOB-PL-0305,PO-PL-6455,96503.85,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004514,PNG01,2026-06-27,5000,General and administrative,Salaries and wages,Personnel,MKT,Marketing & Sales,Melbourne Airport,BOB-PL-0306,PO-PL-1285,167330.46,Input,Pending review,None,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004515,AUS01,2026-06-17,5200,Research and development,Software licenses,IT,QLD,Queensland Operations,QBE Insurance,BOB-PL-0307,PO-PL-7509,140830.97,Input,Ready,High variance,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004516,AUS01,2026-06-01,6000,Cost of revenue,Cost of goods sold,COGS,CORP,Corporate Head Office,Salesforce,BOB-PL-0308,PO-PL-8753,106609.22,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004517,NZL01,2026-06-05,6010,Cost of revenue,Direct materials,COGS,IT,Information Technology,Deloitte,BOB-PL-0309,PO-PL-9013,21736.06,Input,Ready,None,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004518,AUS01,2026-06-21,5700,Research and development,Training,Development,TAS,Tasmania Operations,Energy Australia,BOB-PL-0310,PO-PL-2811,90374.28,Input,Ready,High variance,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004519,PNG01,2026-06-31,4100,Other income / expense,Interest income,Non-Operating Revenue,SA,South Australia Operations,Energy Australia,BOB-PL-0311,PO-PL-2272,185164.33,Input,Ready,High variance,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004520,AUS01,2026-06-17,4000,Revenue,Product sales,Operating Revenue,IT,Information Technology,Deloitte,BOB-PL-0312,PO-PL-8509,53205.33,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004521,AUS01,2026-06-05,6030,Cost of revenue,Manufacturing overhead,COGS,SA,South Australia Operations,Salesforce,BOB-PL-0313,PO-PL-9793,64193.12,Input,Ready,None,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004522,PNG01,2026-06-24,5300,General and administrative,Professional services,External,NT,Northern Territory Operations,Salesforce,BOB-PL-0314,PO-PL-9442,39748.16,Input,Pending review,None,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004523,PNG01,2026-06-13,2210,Tax provision,Income tax payable,Current Liabilities,WA,Western Australia Operations,Salesforce,BOB-PL-0315,PO-PL-3644,189472.6,Input,Pending review,High variance,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004524,PNG01,2026-06-19,2210,Tax provision,Income tax payable,Current Liabilities,NT,Northern Territory Operations,AWS,BOB-PL-0316,PO-PL-5532,52309.96,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004525,NZL01,2026-06-23,5520,Sales and marketing,Events,Sales,TAS,Tasmania Operations,Google Ads,BOB-PL-0317,PO-PL-7803,20732.83,Input,Ready,None,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004526,PNG01,2026-06-21,5010,General and administrative,Employee benefits,Personnel,ACT,Australian Capital Territory,Snowflake,BOB-PL-0318,PO-PL-7321,162708.81,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004527,PNG01,2026-06-26,4000,Revenue,Product sales,Operating Revenue,ACT,Australian Capital Territory,Qantas Commercial,BOB-PL-0319,PO-PL-4139,200815.54,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004528,PNG01,2026-06-14,5500,Sales and marketing,Campaign spend,Sales,SA,South Australia Operations,LinkedIn,BOB-PL-0320,PO-PL-9385,85577.04,Input,Ready,High variance,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004529,FJI01,2026-06-08,4100,Other income / expense,Interest income,Non-Operating Revenue,OPS,Operations & Logistics,QBE Insurance,BOB-PL-0321,PO-PL-5412,169228.47,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004530,PNG01,2026-06-15,4000,Revenue,Product sales,Operating Revenue,QLD,Queensland Operations,Qantas Commercial,BOB-PL-0322,PO-PL-1648,169707.51,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004531,NZL01,2026-06-10,6000,Cost of revenue,Cost of goods sold,COGS,NSW,New South Wales Operations,Officeworks,BOB-PL-0323,PO-PL-8289,62160.5,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004532,AUS01,2026-06-25,5100,Other operating expenses,Office rent,Facilities,NSW,New South Wales Operations,Deloitte,BOB-PL-0324,PO-PL-2897,138052.33,Input,Pending review,High variance,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004533,NZL01,2026-06-07,5120,Other operating expenses,Office supplies,Facilities,NT,Northern Territory Operations,LinkedIn,BOB-PL-0325,PO-PL-1899,10404.17,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004534,AUS01,2026-06-23,5700,Research and development,Training,Development,R&D,Research & Development,SAP Australia,BOB-PL-0326,PO-PL-7189,198994.99,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004535,FJI01,2026-06-09,6010,Cost of revenue,Direct materials,COGS,WA,Western Australia Operations,Oracle,BOB-PL-0327,PO-PL-8639,66363.24,Input,Pending review,High variance,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004536,NZL01,2026-06-28,5700,Research and development,Training,Development,WA,Western Australia Operations,Salesforce,BOB-PL-0328,PO-PL-8039,24800.78,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004537,PNG01,2026-06-24,5920,Other income / expense,FX Loss,Finance,ACT,Australian Capital Territory,LinkedIn,BOB-PL-0329,PO-PL-1358,48602.75,Input,Ready,High variance,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004538,PNG01,2026-06-25,2210,Tax provision,Income tax payable,Current Liabilities,NT,Northern Territory Operations,Snowflake,BOB-PL-0330,PO-PL-6463,198064.84,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004539,NZL01,2026-06-09,5000,General and administrative,Salaries and wages,Personnel,VIC,Victoria Operations,Officeworks,BOB-PL-0331,PO-PL-1477,134671.83,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004540,FJI01,2026-06-22,2210,Tax provision,Income tax payable,Current Liabilities,QLD,Queensland Operations,Officeworks,BOB-PL-0332,PO-PL-2179,159778.73,Input,Ready,None,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004541,AUS01,2026-06-05,2210,Tax provision,Income tax payable,Current Liabilities,NSW,New South Wales Operations,LinkedIn,BOB-PL-0333,PO-PL-7863,126612.34,Input,Ready,High variance,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004542,AUS01,2026-06-25,2210,Tax provision,Income tax payable,Current Liabilities,HR,Human Resources,Qantas Commercial,BOB-PL-0334,PO-PL-7932,177768.63,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
