Txn_ID,Posting_Date_Raw,Invoice_Date_Raw,Fiscal_Period,Entity,Account_Code_Raw,Cost_Center_Raw,Cost_Center,Vendor_Name_Raw,Invoice_Number,PO_Number,Currency,Amount,Tax_Code,Narrative,Source_System
TXN004968,2026-06-20,2026-06-19,2026-06,NZL01,5910,,CORP,Salesforce,BOB-PL-0760,PO-PL-4610,USD,127897.86,GST,P&L transaction - Interest expense,API Import
TXN004969,2026-06-24,2026-06-15,2026-06,PNG01,5300,,VIC,Microsoft,BOB-PL-0761,PO-PL-9925,GBP,124239.58,EXPORT,P&L transaction - Professional services,SAP
TXN004970,2026-06-23,2026-06-22,2026-06,NZL01,2210,,VIC,Snowflake,BOB-PL-0762,PO-PL-1975,NZD,167492.16,INPUT,P&L transaction - Income tax payable,Workday
TXN004971,2026-06-04,2026-02-24,2026-06,NZL01,2210,,ACT,Oracle,BOB-PL-0763,PO-PL-9554,NZD,68257.96,GST-FREE,P&L transaction - Income tax payable,Oracle
TXN004972,2026-06-21,2026-06-17,2026-06,NZL01,5000,,CORP,Deloitte,BOB-PL-0764,PO-PL-5758,GBP,188801.8,EXPORT,P&L transaction - Salaries and wages,API Import
TXN004973,2026-06-14,2026-06-10,2026-06,AUS01,5520,,NSW,Energy Australia,BOB-PL-0765,PO-PL-3858,NZD,41402.49,GST,P&L transaction - Events,Workday
TXN004974,2026-06-07,2026-06-05,2026-06,NZL01,2210,,R&D,LinkedIn,BOB-PL-0766,PO-PL-4590,NZD,160317.75,GST,P&L transaction - Income tax payable,SAP
TXN004975,2026-06-15,2026-06-14,2026-06,AUS01,4000,,MKT,Melbourne Airport,BOB-PL-0767,PO-PL-8431,USD,331183.9,GST,P&L transaction - Product sales,Manual Entry
TXN004976,2026-06-09,2026-02-27,2026-06,AUS01,5200,,CORP,Google Ads,BOB-PL-0768,PO-PL-1652,USD,12545.06,GST-FREE,P&L transaction - Software licenses,SAP
TXN004977,2026-06-15,2026-06-05,2026-06,FJI01,5920,,WA,LinkedIn,BOB-PL-0769,PO-PL-1136,AUD,140837.71,INPUT,P&L transaction - FX Loss,SAP
TXN004978,2026-06-01,2026-02-27,2026-06,AUS01,5100,,SA,Salesforce,BOB-PL-0770,PO-PL-9655,AUD,158837.29,GST,P&L transaction - Office rent,Manual Entry
TXN004979,2026-06-08,2026-06-07,2026-06,PNG01,5010,,QLD,Qantas Commercial,BOB-PL-0771,PO-PL-1980,AUD,112336.48,GST-FREE,P&L transaction - Employee benefits,Manual Entry
TXN004980,2026-06-15,2026-06-07,2026-06,NZL01,2210,,WA,Microsoft,BOB-PL-0772,PO-PL-6945,USD,145835.69,GST,P&L transaction - Income tax payable,Oracle
TXN004981,2026-06-23,2026-06-20,2026-06,AUS01,4020,,NSW,Snowflake,BOB-PL-0773,PO-PL-2718,AUD,368193.62,EXPORT,P&L transaction - Subscription revenue,Manual Entry
TXN004982,2026-06-15,2026-06-09,2026-06,PNG01,5120,,VIC,Snowflake,BOB-PL-0774,PO-PL-3532,AUD,127634.85,GST,P&L transaction - Office supplies,Manual Entry
TXN004983,2026-06-27,2026-06-24,2026-06,AUS01,5100,,OPS,Microsoft,BOB-PL-0775,PO-PL-7249,AUD,23547.43,GST-FREE,P&L transaction - Office rent,SAP
TXN004984,2026-06-17,2026-06-11,2026-06,PNG01,4000,,NSW,Google Ads,BOB-PL-0776,PO-PL-8885,AUD,461509.73,INPUT,P&L transaction - Product sales,SAP
TXN004985,2026-06-31,2026-06-22,2026-06,PNG01,5500,,SA,Deloitte,BOB-PL-0777,PO-PL-6274,AUD,21538.64,INPUT,P&L transaction - Campaign spend,Workday
TXN004986,2026-06-03,2026-02-27,2026-06,NZL01,4010,,R&D,Oracle,BOB-PL-0778,PO-PL-6456,NZD,149539.38,INPUT,P&L transaction - Service revenue,API Import
TXN004987,2026-06-19,2026-06-18,2026-06,FJI01,2210,,HR,Microsoft,BOB-PL-0779,PO-PL-6724,AUD,152183.54,EXPORT,P&L transaction - Income tax payable,Oracle
TXN004988,2026-06-05,2026-02-24,2026-06,AUS01,5010,,MKT,Melbourne Airport,BOB-PL-0780,PO-PL-2625,USD,8115.64,GST-FREE,P&L transaction - Employee benefits,Manual Entry
TXN004989,2026-06-24,2026-06-20,2026-06,PNG01,4100,,WA,AWS,BOB-PL-0781,PO-PL-1686,NZD,167201.89,GST,P&L transaction - Interest income,Manual Entry
TXN004990,2026-06-14,2026-06-11,2026-06,PNG01,4020,,SA,Deloitte,BOB-PL-0782,PO-PL-7611,NZD,53783.45,EXPORT,P&L transaction - Subscription revenue,Workday
TXN004991,2026-06-17,2026-06-07,2026-06,PNG01,4020,,IT,QBE Insurance,BOB-PL-0783,PO-PL-9783,AUD,100670.49,EXPORT,P&L transaction - Subscription revenue,Workday
TXN004992,2026-06-07,2026-02-25,2026-06,NZL01,2210,,CORP,Oracle,BOB-PL-0784,PO-PL-9553,GBP,4814.92,EXPORT,P&L transaction - Income tax payable,API Import
TXN004993,2026-06-17,2026-06-14,2026-06,PNG01,6000,,NT,Deloitte,BOB-PL-0785,PO-PL-5063,USD,71844.0,EXPORT,P&L transaction - Cost of goods sold,Manual Entry
TXN004994,2026-06-21,2026-06-11,2026-06,PNG01,6020,,MKT,SAP Australia,BOB-PL-0786,PO-PL-9452,USD,23776.39,EXPORT,P&L transaction - Direct labor,SAP
TXN004995,2026-06-19,2026-06-15,2026-06,AUS01,4100,,SA,LinkedIn,BOB-PL-0787,PO-PL-2272,USD,487554.29,GST,P&L transaction - Interest income,API Import
TXN004996,2026-06-03,2026-02-27,2026-06,PNG01,5120,,OPS,Microsoft,BOB-PL-0788,PO-PL-7215,USD,123085.35,INPUT,P&L transaction - Office supplies,Manual Entry
TXN004997,2026-06-08,2026-06-03,2026-06,PNG01,5120,,VIC,IBM Australia,BOB-PL-0789,PO-PL-3600,GBP,82869.84,INPUT,P&L transaction - Office supplies,Oracle
TXN004998,2026-06-22,2026-06-17,2026-06,NZL01,6020,,SA,QBE Insurance,BOB-PL-0790,PO-PL-8947,NZD,97326.11,EXPORT,P&L transaction - Direct labor,Oracle
TXN004999,2026-06-01,2026-02-23,2026-06,FJI01,4100,,VIC,Energy Australia,BOB-PL-0791,PO-PL-7314,AUD,285494.67,INPUT,P&L transaction - Interest income,Manual Entry
TXN005000,2026-06-21,2026-06-14,2026-06,NZL01,5510,,OPS,Oracle,BOB-PL-0792,PO-PL-7296,AUD,97005.54,GST,P&L transaction - Advertising,Manual Entry
TXN005001,2026-06-01,2026-02-24,2026-06,PNG01,5110,,MKT,IBM Australia,BOB-PL-0793,PO-PL-7567,NZD,189034.88,GST-FREE,P&L transaction - Utilities,Oracle
TXN005002,2026-06-29,2026-06-24,2026-06,FJI01,4000,,MKT,Oracle,BOB-PL-0794,PO-PL-1322,AUD,297395.27,EXPORT,P&L transaction - Product sales,Workday
TXN005003,2026-06-15,2026-06-07,2026-06,AUS01,5110,,ACT,Officeworks,BOB-PL-0795,PO-PL-6979,USD,112234.58,EXPORT,P&L transaction - Utilities,API Import
TXN005004,2026-06-15,2026-06-10,2026-06,NZL01,5320,,WA,Qantas Commercial,BOB-PL-0796,PO-PL-9586,GBP,129233.47,INPUT,P&L transaction - Audit fees,Oracle
TXN005005,2026-06-19,2026-06-18,2026-06,AUS01,5700,,CORP,Deloitte,BOB-PL-0797,PO-PL-5082,GBP,81146.56,GST-FREE,P&L transaction - Training,API Import
TXN005006,2026-06-20,2026-06-10,2026-06,PNG01,5520,,SA,Melbourne Airport,BOB-PL-0798,PO-PL-8427,GBP,50243.1,GST,P&L transaction - Events,Oracle
TXN005007,2026-06-21,2026-06-13,2026-06,NZL01,5000,,OPS,IBM Australia,BOB-PL-0799,PO-PL-5127,USD,48085.32,GST,P&L transaction - Salaries and wages,Manual Entry
TXN005008,2026-06-28,2026-06-18,2026-06,AUS01,5210,,WA,LinkedIn,BOB-PL-0800,PO-PL-6889,AUD,187312.95,GST,P&L transaction - Cloud services,Manual Entry
TXN005009,2026-06-07,2026-06-01,2026-06,FJI01,5100,,R&D,Google Ads,BOB-PL-0801,PO-PL-6432,GBP,179068.66,EXPORT,P&L transaction - Office rent,Workday
TXN005010,2026-06-11,2026-06-05,2026-06,PNG01,2210,,ACT,Melbourne Airport,BOB-PL-0802,PO-PL-4223,GBP,143259.24,GST-FREE,P&L transaction - Income tax payable,Oracle
TXN005011,2026-06-08,2026-06-02,2026-06,PNG01,2210,,OPS,Salesforce,BOB-PL-0803,PO-PL-2503,USD,7484.0,GST,P&L transaction - Income tax payable,API Import
TXN005012,2026-06-06,2026-02-28,2026-06,FJI01,4100,,WA,Snowflake,BOB-PL-0804,PO-PL-1954,GBP,279609.65,INPUT,P&L transaction - Interest income,SAP
TXN005013,2026-06-16,2026-06-11,2026-06,NZL01,4020,,NT,Oracle,BOB-PL-0805,PO-PL-7401,NZD,213290.16,GST-FREE,P&L transaction - Subscription revenue,Manual Entry
TXN005014,2026-06-21,2026-06-11,2026-06,FJI01,2210,,CORP,Deloitte,BOB-PL-0806,PO-PL-7640,NZD,84892.62,GST-FREE,P&L transaction - Income tax payable,Oracle
TXN005015,2026-06-12,2026-06-09,2026-06,NZL01,4000,,CORP,Qantas Commercial,BOB-PL-0807,PO-PL-3458,USD,291472.22,EXPORT,P&L transaction - Product sales,SAP
TXN005016,2026-06-05,2026-02-26,2026-06,NZL01,5910,,NT,Oracle,BOB-PL-0808,PO-PL-3667,AUD,171368.17,GST,P&L transaction - Interest expense,SAP
TXN005017,2026-06-30,2026-06-27,2026-06,NZL01,5920,,WA,IBM Australia,BOB-PL-0809,PO-PL-1265,USD,65291.54,GST,P&L transaction - FX Loss,Workday
TXN005018,2026-06-03,2026-02-28,2026-06,FJI01,5520,,FIN,Deloitte,BOB-PL-0810,PO-PL-2935,AUD,70873.77,GST,P&L transaction - Events,Oracle
TXN005019,2026-06-31,2026-06-22,2026-06,AUS01,5000,,NSW,IBM Australia,BOB-PL-0811,PO-PL-3519,USD,86642.88,GST-FREE,P&L transaction - Salaries and wages,SAP
TXN005020,2026-06-04,2026-02-22,2026-06,FJI01,5500,,MKT,AWS,BOB-PL-0812,PO-PL-6131,AUD,50324.3,EXPORT,P&L transaction - Campaign spend,Workday
TXN005021,2026-06-14,2026-06-07,2026-06,AUS01,4020,,QLD,Qantas Commercial,BOB-PL-0813,PO-PL-8580,USD,478270.69,GST,P&L transaction - Subscription revenue,Workday
TXN005022,2026-06-09,2026-02-28,2026-06,FJI01,2210,,HR,Energy Australia,BOB-PL-0814,PO-PL-6947,NZD,178901.46,GST,P&L transaction - Income tax payable,SAP
TXN005023,2026-06-20,2026-06-15,2026-06,PNG01,6010,,MKT,Google Ads,BOB-PL-0815,PO-PL-3957,USD,123271.77,INPUT,P&L transaction - Direct materials,Workday
TXN005024,2026-06-31,2026-06-22,2026-06,FJI01,4010,,HR,AWS,BOB-PL-0816,PO-PL-4565,GBP,235107.56,GST,P&L transaction - Service revenue,Oracle
TXN005025,2026-06-26,2026-06-18,2026-06,FJI01,5500,,VIC,Microsoft,BOB-PL-0817,PO-PL-6817,USD,119039.15,GST-FREE,P&L transaction - Campaign spend,Manual Entry
TXN005026,2026-06-11,2026-06-02,2026-06,PNG01,2210,,NSW,Officeworks,BOB-PL-0818,PO-PL-2537,AUD,119037.37,GST,P&L transaction - Income tax payable,API Import
TXN005027,2026-06-22,2026-06-12,2026-06,AUS01,5700,,WA,Melbourne Airport,BOB-PL-0819,PO-PL-1080,NZD,57759.89,INPUT,P&L transaction - Training,API Import
TXN005028,2026-06-15,2026-06-14,2026-06,FJI01,2210,,OPS,Microsoft,BOB-PL-0820,PO-PL-3718,NZD,104442.56,GST,P&L transaction - Income tax payable,Oracle
TXN005029,2026-06-11,2026-06-04,2026-06,PNG01,5110,,FIN,QBE Insurance,BOB-PL-0821,PO-PL-1931,NZD,151613.99,INPUT,P&L transaction - Utilities,Workday
TXN005030,2026-06-30,2026-06-21,2026-06,PNG01,5120,,FIN,Deloitte,BOB-PL-0822,PO-PL-1125,AUD,94415.84,INPUT,P&L transaction - Office supplies,Workday
TXN005031,2026-06-28,2026-06-19,2026-06,FJI01,4020,,R&D,Snowflake,BOB-PL-0823,PO-PL-1436,NZD,432574.98,GST,P&L transaction - Subscription revenue,Workday
TXN005032,2026-06-08,2026-06-02,2026-06,PNG01,5000,,IT,Officeworks,BOB-PL-0824,PO-PL-1128,AUD,12759.1,INPUT,P&L transaction - Salaries and wages,API Import
TXN005033,2026-06-15,2026-06-06,2026-06,PNG01,5500,,CORP,Deloitte,BOB-PL-0825,PO-PL-8424,NZD,134397.19,GST,P&L transaction - Campaign spend,Manual Entry
TXN005034,2026-06-14,2026-06-10,2026-06,FJI01,4000,,R&D,Deloitte,BOB-PL-0826,PO-PL-2881,GBP,150221.51,EXPORT,P&L transaction - Product sales,SAP
TXN005035,2026-06-29,2026-06-21,2026-06,PNG01,5920,,OPS,QBE Insurance,BOB-PL-0827,PO-PL-9376,GBP,126533.28,GST-FREE,P&L transaction - FX Loss,Manual Entry
TXN005036,2026-06-18,2026-06-17,2026-06,AUS01,6030,,QLD,Melbourne Airport,BOB-PL-0828,PO-PL-5124,NZD,67210.75,INPUT,P&L transaction - Manufacturing overhead,Manual Entry
TXN005037,2026-06-29,2026-06-19,2026-06,NZL01,4100,,WA,Officeworks,BOB-PL-0829,PO-PL-2275,USD,258410.28,GST,P&L transaction - Interest income,Oracle
TXN005038,2026-06-14,2026-06-08,2026-06,PNG01,4000,,NT,Deloitte,BOB-PL-0830,PO-PL-3156,AUD,363417.51,INPUT,P&L transaction - Product sales,Oracle
TXN005039,2026-06-26,2026-06-21,2026-06,NZL01,5300,,QLD,IBM Australia,BOB-PL-0831,PO-PL-2099,GBP,86702.4,GST,P&L transaction - Professional services,SAP
TXN005040,2026-06-30,2026-06-28,2026-06,NZL01,4020,,FIN,Deloitte,BOB-PL-0832,PO-PL-6116,NZD,464495.38,GST,P&L transaction - Subscription revenue,API Import
TXN005041,2026-06-17,2026-06-12,2026-06,FJI01,6000,,NT,Officeworks,BOB-PL-0833,PO-PL-3560,AUD,141867.31,EXPORT,P&L transaction - Cost of goods sold,SAP
TXN005042,2026-06-18,2026-06-16,2026-06,NZL01,4020,,MKT,Salesforce,BOB-PL-0834,PO-PL-1670,GBP,402503.69,EXPORT,P&L transaction - Subscription revenue,API Import
TXN005043,2026-06-13,2026-06-09,2026-06,FJI01,5120,,WA,Deloitte,BOB-PL-0835,PO-PL-5875,AUD,57909.86,GST-FREE,P&L transaction - Office supplies,Oracle
TXN005044,2026-06-20,2026-06-13,2026-06,FJI01,5210,,MKT,Officeworks,BOB-PL-0836,PO-PL-7653,GBP,55526.75,EXPORT,P&L transaction - Cloud services,Oracle
TXN005045,2026-06-21,2026-06-16,2026-06,AUS01,4010,,SA,Energy Australia,BOB-PL-0837,PO-PL-3331,USD,58056.03,GST-FREE,P&L transaction - Service revenue,Manual Entry
TXN005046,2026-06-19,2026-06-13,2026-06,FJI01,5320,,FIN,Google Ads,BOB-PL-0838,PO-PL-7276,USD,5112.52,INPUT,P&L transaction - Audit fees,Workday
TXN005047,2026-06-21,2026-06-17,2026-06,AUS01,5910,,R&D,AWS,BOB-PL-0839,PO-PL-6301,NZD,142968.18,GST,P&L transaction - Interest expense,API Import
TXN005048,2026-06-16,2026-06-07,2026-06,AUS01,5920,,HR,Melbourne Airport,BOB-PL-0840,PO-PL-6305,AUD,153505.47,GST,P&L transaction - FX Loss,Oracle
TXN005049,2026-06-17,2026-06-07,2026-06,AUS01,4100,,R&D,Energy Australia,BOB-PL-0841,PO-PL-1994,USD,418560.21,INPUT,P&L transaction - Interest income,Workday
TXN005050,2026-06-09,2026-02-28,2026-06,FJI01,5000,,IT,Salesforce,BOB-PL-0842,PO-PL-5255,AUD,163397.64,EXPORT,P&L transaction - Salaries and wages,Oracle
TXN005051,2026-06-10,2026-06-03,2026-06,FJI01,5510,,TAS,Salesforce,BOB-PL-0843,PO-PL-5135,USD,49238.94,GST-FREE,P&L transaction - Advertising,API Import
TXN005052,2026-06-15,2026-06-12,2026-06,AUS01,6030,,NT,IBM Australia,BOB-PL-0844,PO-PL-2716,USD,118498.53,EXPORT,P&L transaction - Manufacturing overhead,API Import
TXN005053,2026-06-31,2026-06-24,2026-06,AUS01,2210,,FIN,LinkedIn,BOB-PL-0845,PO-PL-2011,USD,8922.83,EXPORT,P&L transaction - Income tax payable,Oracle
TXN005054,2026-06-21,2026-06-14,2026-06,PNG01,5100,,TAS,Officeworks,BOB-PL-0846,PO-PL-8874,USD,62830.13,EXPORT,P&L transaction - Office rent,Oracle
TXN005055,2026-06-25,2026-06-24,2026-06,FJI01,5300,,ACT,Qantas Commercial,BOB-PL-0847,PO-PL-1933,NZD,72200.12,EXPORT,P&L transaction - Professional services,API Import
TXN005056,2026-06-26,2026-06-16,2026-06,NZL01,5920,,TAS,Melbourne Airport,BOB-PL-0848,PO-PL-2911,GBP,46284.82,INPUT,P&L transaction - FX Loss,Oracle
TXN005057,2026-06-02,2026-02-20,2026-06,AUS01,4020,,NT,Oracle,BOB-PL-0849,PO-PL-4084,NZD,175701.56,GST-FREE,P&L transaction - Subscription revenue,API Import
TXN005058,2026-06-13,2026-06-04,2026-06,NZL01,2210,,QLD,LinkedIn,BOB-PL-0850,PO-PL-9540,USD,130107.25,INPUT,P&L transaction - Income tax payable,Oracle
TXN005059,2026-06-24,2026-06-19,2026-06,NZL01,6020,,HR,Snowflake,BOB-PL-0851,PO-PL-2674,AUD,73027.53,INPUT,P&L transaction - Direct labor,Manual Entry
TXN005060,2026-06-28,2026-06-21,2026-06,NZL01,4000,,CORP,Melbourne Airport,BOB-PL-0852,PO-PL-6099,NZD,230637.55,GST,P&L transaction - Product sales,API Import
TXN005061,2026-06-06,2026-02-28,2026-06,FJI01,5210,,SA,Microsoft,BOB-PL-0853,PO-PL-5498,NZD,96784.53,EXPORT,P&L transaction - Cloud services,API Import
TXN005062,2026-06-08,2026-06-05,2026-06,FJI01,5010,,CORP,Officeworks,BOB-PL-0854,PO-PL-6657,USD,96704.85,EXPORT,P&L transaction - Employee benefits,Workday
TXN005063,2026-06-09,2026-06-02,2026-06,NZL01,5510,,SA,Google Ads,BOB-PL-0855,PO-PL-1560,AUD,82105.18,GST-FREE,P&L transaction - Advertising,Oracle
TXN005064,2026-06-08,2026-02-26,2026-06,NZL01,2210,,NSW,Snowflake,BOB-PL-0856,PO-PL-2841,GBP,141315.94,GST,P&L transaction - Income tax payable,Oracle
TXN005065,2026-06-26,2026-06-17,2026-06,AUS01,5210,,QLD,Microsoft,BOB-PL-0857,PO-PL-8827,NZD,120952.68,INPUT,P&L transaction - Cloud services,Oracle
TXN005066,2026-06-14,2026-06-13,2026-06,AUS01,5110,,WA,Google Ads,BOB-PL-0858,PO-PL-5662,AUD,174478.15,GST,P&L transaction - Utilities,SAP
TXN005067,2026-06-23,2026-06-15,2026-06,PNG01,5100,,QLD,Officeworks,BOB-PL-0859,PO-PL-1013,NZD,19217.52,EXPORT,P&L transaction - Office rent,Oracle
TXN005068,2026-06-13,2026-06-11,2026-06,PNG01,5120,,ACT,Deloitte,BOB-PL-0860,PO-PL-8071,USD,35429.07,INPUT,P&L transaction - Office supplies,Oracle
TXN005069,2026-06-09,2026-06-07,2026-06,FJI01,5210,,NT,SAP Australia,BOB-PL-0861,PO-PL-4984,AUD,179876.99,GST-FREE,P&L transaction - Cloud services,API Import
TXN005070,2026-06-15,2026-06-09,2026-06,PNG01,5100,,NT,Salesforce,BOB-PL-0862,PO-PL-8919,GBP,105755.53,GST,P&L transaction - Office rent,Oracle
TXN005071,2026-06-10,2026-06-07,2026-06,NZL01,5010,,TAS,Deloitte,BOB-PL-0863,PO-PL-4436,NZD,3658.97,EXPORT,P&L transaction - Employee benefits,API Import
TXN005072,2026-06-29,2026-06-28,2026-06,NZL01,5300,,VIC,Officeworks,BOB-PL-0864,PO-PL-4016,NZD,61452.2,EXPORT,P&L transaction - Professional services,Manual Entry
TXN005073,2026-06-01,2026-02-19,2026-06,NZL01,5520,,VIC,Qantas Commercial,BOB-PL-0865,PO-PL-1649,GBP,161727.5,INPUT,P&L transaction - Events,Oracle
TXN005074,2026-06-03,2026-02-22,2026-06,AUS01,5110,,WA,Snowflake,BOB-PL-0866,PO-PL-9719,GBP,181277.17,GST,P&L transaction - Utilities,API Import
TXN005075,2026-06-24,2026-06-23,2026-06,AUS01,2210,,NSW,SAP Australia,BOB-PL-0867,PO-PL-1134,USD,72160.43,EXPORT,P&L transaction - Income tax payable,Manual Entry
TXN005076,2026-06-29,2026-06-23,2026-06,NZL01,5320,,IT,IBM Australia,BOB-PL-0868,PO-PL-1994,GBP,69364.13,INPUT,P&L transaction - Audit fees,Manual Entry
TXN005077,2026-06-16,2026-06-09,2026-06,PNG01,5520,,TAS,Google Ads,BOB-PL-0869,PO-PL-1123,AUD,110654.35,INPUT,P&L transaction - Events,SAP
TXN005078,2026-06-25,2026-06-17,2026-06,PNG01,6000,,HR,IBM Australia,BOB-PL-0870,PO-PL-3238,NZD,73201.55,GST-FREE,P&L transaction - Cost of goods sold,Workday
TXN005079,2026-06-21,2026-06-14,2026-06,FJI01,2210,,QLD,Snowflake,BOB-PL-0871,PO-PL-3695,GBP,66852.34,GST-FREE,P&L transaction - Income tax payable,SAP
TXN005080,2026-06-13,2026-06-03,2026-06,NZL01,5110,,CORP,Google Ads,BOB-PL-0872,PO-PL-7748,NZD,23112.34,INPUT,P&L transaction - Utilities,Oracle
TXN005081,2026-06-31,2026-06-23,2026-06,NZL01,5120,,CORP,Officeworks,BOB-PL-0873,PO-PL-8654,AUD,52803.16,GST,P&L transaction - Office supplies,Oracle
TXN005082,2026-06-27,2026-06-22,2026-06,FJI01,4020,,SA,Oracle,BOB-PL-0874,PO-PL-7951,NZD,90901.16,INPUT,P&L transaction - Subscription revenue,Manual Entry
TXN005083,2026-06-31,2026-06-23,2026-06,NZL01,4000,,HR,QBE Insurance,BOB-PL-0875,PO-PL-6290,GBP,477100.49,EXPORT,P&L transaction - Product sales,Workday
TXN005084,2026-06-11,2026-06-05,2026-06,AUS01,6000,,HR,AWS,BOB-PL-0876,PO-PL-7252,NZD,100168.06,EXPORT,P&L transaction - Cost of goods sold,Manual Entry
TXN005085,2026-06-09,2026-06-06,2026-06,AUS01,5110,,QLD,IBM Australia,BOB-PL-0877,PO-PL-3531,GBP,61946.06,INPUT,P&L transaction - Utilities,Workday
TXN005086,2026-06-20,2026-06-10,2026-06,FJI01,5110,,MKT,Deloitte,BOB-PL-0878,PO-PL-9759,GBP,166984.44,GST-FREE,P&L transaction - Utilities,Oracle
TXN005087,2026-06-28,2026-06-22,2026-06,FJI01,4010,,HR,SAP Australia,BOB-PL-0879,PO-PL-5622,NZD,87457.63,EXPORT,P&L transaction - Service revenue,Workday
TXN005088,2026-06-18,2026-06-08,2026-06,FJI01,5100,,OPS,Salesforce,BOB-PL-0880,PO-PL-7124,AUD,155312.05,INPUT,P&L transaction - Office rent,SAP
TXN005089,2026-06-06,2026-06-05,2026-06,FJI01,5000,,NT,Google Ads,BOB-PL-0881,PO-PL-3202,NZD,171031.97,EXPORT,P&L transaction - Salaries and wages,Manual Entry
TXN005090,2026-06-03,2026-06-01,2026-06,FJI01,4010,,IT,Microsoft,BOB-PL-0882,PO-PL-8080,USD,223256.2,GST,P&L transaction - Service revenue,Manual Entry
TXN005091,2026-06-21,2026-06-17,2026-06,NZL01,6020,,FIN,Microsoft,BOB-PL-0883,PO-PL-6590,AUD,107256.19,GST-FREE,P&L transaction - Direct labor,Manual Entry
TXN005092,2026-06-03,2026-06-02,2026-06,NZL01,5320,,NSW,Deloitte,BOB-PL-0884,PO-PL-3813,USD,131280.01,GST-FREE,P&L transaction - Audit fees,Workday
TXN005093,2026-06-19,2026-06-16,2026-06,AUS01,6020,,WA,Energy Australia,BOB-PL-0885,PO-PL-2298,NZD,145846.94,INPUT,P&L transaction - Direct labor,SAP
TXN005094,2026-06-31,2026-06-24,2026-06,PNG01,6020,,QLD,Officeworks,BOB-PL-0886,PO-PL-7179,NZD,78820.16,EXPORT,P&L transaction - Direct labor,Oracle
TXN005095,2026-06-15,2026-06-09,2026-06,AUS01,6000,,IT,SAP Australia,BOB-PL-0887,PO-PL-6205,NZD,49963.86,GST-FREE,P&L transaction - Cost of goods sold,API Import
TXN005096,2026-06-03,2026-02-23,2026-06,PNG01,5520,,R&D,Microsoft,BOB-PL-0888,PO-PL-4177,GBP,15262.19,INPUT,P&L transaction - Events,API Import
TXN005097,2026-06-02,2026-02-21,2026-06,FJI01,5500,,ACT,AWS,BOB-PL-0889,PO-PL-2984,AUD,33762.06,GST-FREE,P&L transaction - Campaign spend,Manual Entry
TXN005098,2026-06-24,2026-06-17,2026-06,NZL01,5210,,R&D,IBM Australia,BOB-PL-0890,PO-PL-3011,USD,96919.42,GST,P&L transaction - Cloud services,API Import
TXN005099,2026-06-08,2026-02-28,2026-06,NZL01,5200,,VIC,Oracle,BOB-PL-0891,PO-PL-5474,AUD,89067.06,GST-FREE,P&L transaction - Software licenses,Oracle
TXN005100,2026-06-12,2026-06-02,2026-06,NZL01,4000,,NT,LinkedIn,BOB-PL-0892,PO-PL-1557,USD,417376.06,GST,P&L transaction - Product sales,SAP
TXN005101,2026-06-09,2026-06-06,2026-06,PNG01,4000,,FIN,Officeworks,BOB-PL-0893,PO-PL-7331,USD,178400.38,INPUT,P&L transaction - Product sales,API Import
TXN005102,2026-06-24,2026-06-16,2026-06,NZL01,4000,,R&D,Officeworks,BOB-PL-0894,PO-PL-8073,GBP,389595.25,GST-FREE,P&L transaction - Product sales,SAP
TXN005103,2026-06-22,2026-06-20,2026-06,FJI01,5210,,QLD,Oracle,BOB-PL-0895,PO-PL-3328,NZD,109764.6,GST,P&L transaction - Cloud services,SAP
TXN005104,2026-06-26,2026-06-22,2026-06,NZL01,5120,,SA,SAP Australia,BOB-PL-0896,PO-PL-7227,NZD,26514.67,EXPORT,P&L transaction - Office supplies,API Import
TXN005105,2026-06-09,2026-06-01,2026-06,PNG01,5110,,QLD,Oracle,BOB-PL-0897,PO-PL-1951,NZD,68750.95,INPUT,P&L transaction - Utilities,Oracle
TXN005106,2026-06-05,2026-06-04,2026-06,PNG01,5510,,R&D,Officeworks,BOB-PL-0898,PO-PL-3534,NZD,126272.24,GST,P&L transaction - Advertising,Workday
TXN005107,2026-06-06,2026-02-27,2026-06,FJI01,2210,,TAS,IBM Australia,BOB-PL-0899,PO-PL-5021,NZD,177824.91,GST,P&L transaction - Income tax payable,API Import
TXN005108,2026-06-05,2026-06-01,2026-06,FJI01,6000,,VIC,Oracle,BOB-PL-0900,PO-PL-1662,AUD,141325.11,GST-FREE,P&L transaction - Cost of goods sold,SAP
TXN005109,2026-06-04,2026-02-26,2026-06,NZL01,5700,,FIN,Microsoft,BOB-PL-0901,PO-PL-8311,NZD,16945.45,GST-FREE,P&L transaction - Training,Oracle
TXN005110,2026-06-16,2026-06-07,2026-06,FJI01,6020,,TAS,Salesforce,BOB-PL-0902,PO-PL-6853,USD,148809.69,INPUT,P&L transaction - Direct labor,Workday
TXN005111,2026-06-27,2026-06-24,2026-06,NZL01,5500,,CORP,Qantas Commercial,BOB-PL-0903,PO-PL-8449,GBP,31159.84,EXPORT,P&L transaction - Campaign spend,Oracle
TXN005112,2026-06-13,2026-06-09,2026-06,PNG01,5510,,NT,Salesforce,BOB-PL-0904,PO-PL-6016,GBP,29517.17,EXPORT,P&L transaction - Advertising,Workday
TXN005113,2026-06-24,2026-06-14,2026-06,FJI01,5320,,NSW,Snowflake,BOB-PL-0905,PO-PL-6791,AUD,72722.15,INPUT,P&L transaction - Audit fees,API Import
